reaction_id,reactants,products,rate_constant,reaction_family,reaction_phase,publication_string,publication_doi,underlying_data_publication_string,underlying_data_publication_doi,Notes
TRP32,LIMP2+MO2,HO2+0.75000*HCHO+0.25000*MOH+VHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP33,LIMNP1+MO2,0.69000*VTRPN+0.91000*HCHO+0.09000*MOH+1.01000*HO2+0.31000*LIMAL+0.31000*NO2,2.0000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP34,LIMNP2+MO2,0.75000*HO2+0.75000*HCHO+0.75000*NO2+0.25000*MOH+VHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R267,ACO3+MO2,0.90000*HO2+0.90000*MO2+0.90000*CO2+HCHO+0.10000*ORA2,2.0000E-11*exp(5.0000E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3 update: added CO2 as product.
R268,RCO3+MO2,0.90000*HO2+0.90000*MO2+0.40000*CO2+HCHO+0.10000*ORA2,2.0000E-11*exp(5.0000E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3 update: added CO2 as product.
R269,ACTP+MO2,0.50000*HO2+0.50000*ACO3+1.50000*HCHO+0.25000*MOH+0.25000*ROH+0.12500*ORA2,7.5000E-13*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R270,MEKP+MO2,0.83400*HO2+HCHO+0.33400*DCB1+0.25000*MOH+0.25000*ROH,6.9100E-13*exp(5.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R271,KETP+MO2,HO2+0.75000*HCHO+0.50000*DCB1+0.25000*MOH+0.25000*ROH,6.9100E-13*exp(5.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R272,MACP+MO2,0.50000*HO2+0.26900*ACO3+0.50000*CO+1.66000*HCHO+0.06700*ORA2+0.25000*MO2+0.25000*MOH+0.25000*ROH,3.4000E-14*exp(2.2100E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R273,MCP+MO2,HO2+1.50000*HCHO+0.50000*HKET+0.25000*MOH+0.25000*ROH,3.4000E-14*exp(2.2100E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3 update: removed NO2 as product.
R274,MVKP+MO2,HO2+1.16000*ACO3+1.16000*XO2+1.50000*HCHO+1.75000*ALD+0.50000*MGLY+0.25000*MOH+0.25000*ROH+0.29200*ORA2,8.3700E-14,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R275,UALP+MO2,HO2+0.30500*CO+0.77300*HCHO+0.20300*ALD+0.52500*KET+0.13500*GLY+0.10500*MGLY+0.25000*MOH+0.25000*ROH,3.4000E-14*exp(2.2100E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R276,BALP+MO2,HO2+BAL1+HCHO+CO2,3.5600E-14*exp(7.0800E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3 update: added CO2 as product.
R277,BAL1+MO2,HO2+BAL2+HCHO,3.5600E-14*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R278,ADDC+MO2,2.00000*HO2+HCHO+0.32000*HKET+0.68000*GLY+0.68000*OP2,3.5600E-14*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R279,MCTP+MO2,HO2+MCTO+HCHO,3.5600E-14*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R280,ORAP+MO2,HCHO+HO2+GLY,7.5000E-13*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R281,OLNN+MO2,2.00000*HO2+HCHO+ONIT,1.6000E-13*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R282,OLND+MO2,0.50000*HO2+0.50000*NO2+0.96500*HCHO+0.93000*ALD+0.34800*KET+0.25000*MOH+0.25000*ROH+0.50000*ONIT,9.6800E-14*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R283,ADCN+MO2,HO2+0.70000*NO2+HCHO+0.70000*GLY+0.70000*OP2+0.30000*ONIT,3.5600E-14,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R284,XO2+MO2,HO2+HCHO,5.9900E-15*exp(1.5100E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R285,ETHP+ACO3,0.50000*HO2+0.50000*MO2+ACD+0.50000*ORA2+0.50000*CO2,1.0300E-12*exp(2.1100E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R286,HC3P+ACO3,0.39400*HO2+0.58000*MO2+0.02600*ETHP+0.02600*XO2+0.13000*HCHO+0.27300*ALD+0.66200*KET+0.06700*GLY+0.50000*ORA2+0.50000*CO2,6.9000E-13*exp(4.6000E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R287,HC5P+ACO3,0.34200*HO2+0.51800*MO2+0.14000*ETHP+0.19100*XO2+0.04200*HCHO+0.38100*ALD+0.82400*KET+0.50000*ORA2+0.50000*CO2,5.5900E-13*exp(5.2200E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R289,ETEP+ACO3,0.50000*HO2+0.50000*MO2+1.60000*HCHO+0.20000*ACD+0.50000*ORA2+0.50000*CO2,9.4800E-13*exp(7.6500E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R290,OLTP+ACO3,0.50000*HO2+0.50000*MO2+HCHO+0.94000*ALD+0.06000*KET+0.50000*ORA2+0.50000*CO2,8.1100E-13*exp(7.6500E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R291,OLIP+ACO3,0.50000*HO2+0.50000*MO2+1.71000*ALD+0.29000*KET+0.50000*ORA2+0.50000*CO2,5.0900E-13*exp(7.6500E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
ROCARO36,BENP+ACO3,0.70000*MO2+HO2+0.30000*ORA2+0.00000*BALD+GLY+0.50000*FURANONE+0.25000*DCB2+0.25000*DCB3+0.70000*CO2,7.4000E-13*exp(7.6500E+02/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: added CO2 as product from ACO3.
ROCARO46,TOLP+ACO3,0.70000*MO2+0.91460*HO2+0.30000*ORA2+0.08540*BALD+0.54880*GLY+0.36590*MGLY+0.36590*FURANONE+0.54880*DCB1+0.70000*CO2,7.4000E-13*exp(7.6500E+02/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: added CO2 as product from ACO3.
ROCARO56,XYLP+ACO3,0.70000*MO2+0.95180*HO2+0.30000*ORA2+0.04820*BALD+0.70430*GLY+0.24750*MGLY+0.35220*FURANONE+0.59960*DCB2+0.70000*CO2,7.4000E-13*exp(7.6500E+02/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: added CO2 as product from ACO3.
ROCARO66,EBZP+ACO3,0.70000*MO2+0.91460*HO2+0.30000*ORA2+0.08540*BALD+0.54880*GLY+0.36590*MGLY+0.45730*FURANONE+0.45730*DCB2+0.70000*CO2,7.4000E-13*exp(7.6500E+02/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: added CO2 as product from ACO3.
R300,ISOP+ACO3,0.50000*HO2+0.50000*MO2+1.04800*HCHO+0.21900*MACR+0.30500*MVK+0.50000*ORA2+0.50000*CO2,8.4000E-14*exp(2.2100E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R301,APIP1+ACO3,0.25350*PINAL+0.37100*ALD+0.09100*OPB+0.11650*ACT+0.17250*LIMAL+0.40300*HCHO+HO2+MO2+0.11200*KET+0.50000*CO2,2.0000E-12*exp(5.0000E+02/T),CRACMM3,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020). CRACMM3: added CO2 as product from ACO3."
TRP35,APIP2+ACO3,0.50000*HO+0.50000*MO2+0.50000*ORA2+VHOM+0.50000*CO2,1.0000E-10,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: added CO2 as product from ACO3.
TRP36,APINP1+ACO3,0.82500*NO2+0.65000*PINAL+MO2+0.17500*VTRPN+0.16800*ALD+0.00700*KET+0.00700*HCHO+0.17500*HO2+0.50000*CO2,2.0000E-12*exp(5.0000E+02/T),CRACMM3,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020). CRACMM3: added CO2 as product from ACO3."
TRP37,APINP2+ACO3,0.50000*NO2+0.50000*MO2+0.50000*ORA2+VHOM+0.50000*CO2,1.0000E-10,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: added CO2 as product from ACO3.
R302,LIMP1+ACO3,LIMAL+0.56000*HCHO+HO2+MO2+CO2,2.0000E-12*exp(5.0000E+02/T),CRACMM3,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020). CRACMM3: added CO2 as product from ACO3.
TRP38,LIMP2+ACO3,0.50000*HO+0.50000*MO2+0.50000*ORA2+VHOM+0.50000*CO2,1.0000E-10,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: added CO2 as product from ACO3.
TRP39,LIMNP1+ACO3,MO2+0.46000*NO2+0.46000*LIMAL+0.54000*VTRPN+0.54000*HO2+CO2,2.0000E-12*exp(5.0000E+02/T),CRACMM3,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020). CRACMM3: added CO2 as product from ACO3.
TRP40,LIMNP2+ACO3,0.50000*MO2+0.50000*NO2+0.50000*ORA2+VHOM+0.50000*CO2,1.0000E-10,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: added CO2 as product from ACO3.
R303,ACO3+ACO3,2.00000*MO2+2.00000*CO2,2.5000E-12*exp(5.0000E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R304,RCO3+ACO3,MO2+ETHP+2.00000*CO2,2.5000E-12*exp(5.0000E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R305,ACTP+ACO3,0.50000*MO2+0.50000*ACO3+HCHO+0.75000*ORA2+0.50000*CO2,7.5100E-13*exp(5.6500E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R306,MEKP+ACO3,0.33000*HO2+0.50000*MO2+0.33000*HCHO+0.33400*DCB1+0.50000*ORA2+0.50000*CO2,7.5100E-13*exp(5.6500E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R307,KETP+ACO3,0.50000*HO2+0.50000*MO2+0.50000*DCB1+0.50000*ORA2+0.50000*CO2,7.5100E-13*exp(5.6500E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R308,MACP+ACO3,0.63500*ORA2+0.50000*MO2+0.26900*ACO3+0.50000*CO+HCHO+0.50000*CO2,8.4000E-14*exp(2.2100E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R309,MCP+ACO3,0.50000*HO2+HCHO+0.50000*HKET+0.50000*MO2+0.50000*ORA2+0.50000*CO2,8.4000E-14*exp(2.2100E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: removed NO2 as product; added CO2 as product.
R310,MVKP+ACO3,0.50000*HO2+0.50000*MO2+1.16000*ACO3+1.16000*XO2+HCHO+2.30000*ALD+0.50000*MGLY+1.08300*ORA2+0.50000*CO2,1.6800E-12*exp(5.0000E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R311,UALP+ACO3,0.50000*HO2+0.50000*MO2+0.50000*CO+0.03000*HCHO+0.27000*ALD+0.70000*KET+0.18000*GLY+0.10500*MGLY+0.50000*ORA2+0.50000*CO2,1.6800E-12*exp(5.0000E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R312,BALP+ACO3,MO2+BAL1+2.00000*CO2,7.4000E-13*exp(7.6500E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R313,BAL1+ACO3,MO2+BAL2+CO2,7.4000E-13*exp(7.6500E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R314,ADDC+ACO3,2.00000*HO2+MO2+0.32000*HKET+0.68000*GLY+0.68000*OP2+CO2,7.4000E-13*exp(7.0800E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R315,MCTP+ACO3,HO2+MO2+MCTO+CO2,7.4000E-13*exp(7.0800E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R316,ORAP+ACO3,MO2+GLY+CO2,7.5100E-13*exp(5.6500E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R317,OLNN+ACO3,HO2+MO2+ONIT,8.8500E-13*exp(7.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R318,OLND+ACO3,0.50000*MO2+NO2+0.28700*HCHO+1.24000*ALD+0.46400*KET+0.50000*ORA2+0.50000*CO2,5.3700E-13*exp(7.6500E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R319,ADCN+ACO3,HO2+MO2+0.70000*NO2+0.70000*GLY+0.70000*OP2+0.30000*ONIT+CO2,7.4000E-13*exp(7.0800E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R320,XO2+ACO3,MO2+CO2,3.4000E-14*exp(1.5600E+03/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R321,RCO3+RCO3,2.00000*ETHP+2.00000*CO2,2.5000E-12*exp(5.0000E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R322,MO2+NO3,HO2+HCHO+NO2,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R323,ETHP+NO3,HO2+NO2+ACD,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R324,HC3P+NO3,0.25400*HO2+0.14000*MO2+0.09200*XO2+0.50300*ETHP+NO2+0.51900*ACD+0.14700*ALD+0.07500*MEK+0.09500*ACT,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R325,HC5P+NO3,0.48800*HO2+0.05500*MO2+0.28000*ETHP+0.48500*XO2+NO2+0.02400*HCHO+0.24100*ALD+0.06000*KET+0.06300*MEK+0.24700*ACT+0.04800*ACD+0.27500*HKET,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R327,ETEP+NO3,HO2+NO2+1.60000*HCHO+0.20000*ALD,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R328,OLTP+NO3,0.47000*ALD+0.79000*HCHO+0.79000*HO2+NO2+0.18000*MEK+0.02000*ACD+0.09000*ACT,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R329,OLIP+NO3,0.86000*HO2+0.72000*ALD+0.11000*KET+NO2+0.20000*ACT+0.85000*ACD+0.04000*HKET,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
ROCARO34,BENP+NO3,NO2+HO2+0.00000*BALD+GLY+0.50000*FURANONE+0.25000*DCB2+0.25000*DCB3,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO44,TOLP+NO3,NO2+0.91460*HO2+0.08540*BALD+0.54880*GLY+0.36590*MGLY+0.36590*FURANONE+0.54880*DCB1,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO54,XYLP+NO3,NO2+0.95180*HO2+0.04820*BALD+0.70430*GLY+0.24750*MGLY+0.35220*FURANONE+0.59960*DCB2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO64,EBZP+NO3,NO2+0.91460*HO2+0.08540*BALD+0.54880*GLY+0.36590*MGLY+0.45730*FURANONE+0.45730*DCB2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R338,ISOP+NO3,HO2+NO2+0.75000*HCHO+0.31800*MACR+0.50000*MVK+0.02400*GLY+0.03300*HKET+0.03100*ALD,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R339,APIP1+NO3,NO2+HO2+0.25350*PINAL+0.37100*ALD+0.11650*ACT+0.17250*LIMAL+0.40300*HCHO+0.09100*OPB+0.11200*KET,2.3000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
R340,LIMP1+NO3,HO2+NO2+LIMAL+0.56000*HCHO,2.3000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP53,APINP1+NO3,1.82500*NO2+0.65000*PINAL+0.17500*VTRPN+0.16800*ALD+0.00700*KET+0.00700*HCHO+0.17500*HO2,2.3000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
TRP54,LIMNP1+NO3,1.46000*NO2+0.46000*LIMAL+0.54000*VTRPN+0.54000*HO2,2.3000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
R341,ACO3+NO3,MO2+NO2+CO2,4.0000E-12,CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product from ACO3.
R342,RCO3+NO3,ETHP+NO2,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R343,ACTP+NO3,ACO3+NO2+HCHO,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R344,MEKP+NO3,0.67000*HO2+NO2+0.33000*HCHO+0.67000*DCB1,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R345,KETP+NO3,HO2+NO2+DCB1,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R346,MACP+NO3,HCHO+0.53800*ACO3+CO+NO2,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R347,MCP+NO3,NO2+HO2+HCHO+HKET,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R348,MVKP+NO3,0.30000*HO2+0.70000*ACO3+0.70000*XO2+NO2+0.30000*HCHO+0.70000*ALD+0.30000*MGLY,2.5000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R349,UALP+NO3,HO2+NO2+0.61000*CO+0.03000*HCHO+0.27000*ALD+0.70000*KET+0.18000*GLY+0.21000*MGLY,2.5000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R350,BALP+NO3,BAL1+NO2+CO2,2.5000E-12,CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product.
R351,BAL1+NO3,BAL2+NO2,2.5000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R352,ADDC+NO3,HO2+NO2+0.32000*HKET+0.68000*GLY+0.68000*OP2,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R353,MCTP+NO3,NO2+MCTO,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R354,ORAP+NO3,NO2+GLY+HO2,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R355,OLNN+NO3,HO2+NO2+ONIT,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R356,OLND+NO3,2.00000*NO2+0.28700*HCHO+1.24000*ALD+0.46400*KET,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R357,ADCN+NO3,2.00000*NO2+GLY+OP2,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R358,OLNN+OLNN,HO2+2.00000*ONIT,7.0000E-14*exp(1.0000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R359,OLNN+OLND,0.50000*HO2+0.50000*NO2+0.20200*HCHO+0.64000*ALD+0.14900*KET+1.50000*ONIT,4.2500E-14*exp(1.0000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R360,OLND+OLND,NO2+0.50400*HCHO+1.21000*ALD+0.28500*KET+ONIT,2.9600E-14*exp(1.0000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R361,XO2+NO3,NO2,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
