reaction_id,reactants,products,rate_constant,reaction_family,reaction_phase,publication_string,publication_doi,underlying_data_publication_string,underlying_data_publication_doi,Notes
R001,O3,O3P,O3O3P_NASA06,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R002,O3,O1D,O3O1D_NASA06,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R003,H2O2,2.00000*HO,H2O2_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R004,NO2,O3P+NO,NO2_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R005,NO3,NO,NO3NO_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R006,NO3,O3P+NO2,NO3NO2_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R007,HONO,HO+NO,HONO_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R008,HNO3,HO+NO2,HNO3_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R009,HNO4,0.20000*HO+0.80000*HO2+0.80000*NO2+0.20000*NO3,HNO4_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R010,HCHO,CO,HCHO_MOL_JPL19,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R011,HCHO,2.00000*HO2+CO,HCHO_RAD_JPL19,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R012,ACD,HO2+MO2+CO,CH3CHO_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R013,ALD,HO2+ETHP+CO,ALD_JPL19,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R014,ACT,MO2+ACO3,CH3COCH3A_JPL19,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R014a,ACT,2.00000*MO2+CO,CH3COCH3B_JPL19,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R015,UALD,1.22000*HO2+0.78400*ACO3+1.22000*CO+0.35000*HCHO+0.43400*ALD+0.21600*KET,UALD_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
TRP01,PINAL,HO2+PINALP+CO,ALD_JPL19,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3 update: Product changed from HC10P to aldehyde RO2 to keep products in monoterpene family.
TRP02,LIMAL,HO2+LIMALP+CO,ALD_JPL19,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3 update: Product changed from HC10P to aldehyde RO2 to keep products in monoterpene family.
R016,MEK,0.10000*MO2+ETHP+0.90000*ACO3+0.10000*CO,MEK_JGR19,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R017,KET,1.50000*ETHP+0.50000*ACO3+0.50000*CO,KET_JGR19,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R018,HKET,HO2+ACO3+HCHO,HKET_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R019,MACR,0.34000*HO+0.66000*HO2+0.67000*ACO3+0.33000*MACP+0.34000*XO2+0.67000*CO+0.67000*HCHO,MACR_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R020,MVK,0.30000*MO2+0.30000*MACP+0.70000*CO+0.70000*UALD,MVK_JPL19,CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,Burkholder et al. 2019,http://jpldataeval.jpl.nasa.gov/,CRACMM3 update: Cross section and quantum yield updated to JPL-19.
R021,GLY,2.00000*CO,GLYH2_JPL19,CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,Burkholder et al. 2019,http://jpldataeval.jpl.nasa.gov/,CRACMM3 update: Cross section and quantum yield updated to JPL-19.
R022,GLY,HCHO+CO,GLYF_JPL19,CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,Burkholder et al. 2019,http://jpldataeval.jpl.nasa.gov/,CRACMM3 update: Cross section and quantum yield updated to JPL-19.
R023,GLY,2.00000*HO2+2.00000*CO,GLYHX_JPL19,CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,Burkholder et al. 2019,http://jpldataeval.jpl.nasa.gov/,CRACMM3 update: Cross section and quantum yield updated to JPL-19.
R024,MGLY,HO2+ACO3+CO,MGLY_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R025,DCB1,1.50000*HO2+0.25000*ACO3+0.20000*XO2+CO+0.50000*GLY+0.50000*MGLY,MGLY_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R026,DCB2,1.50000*HO2+0.25000*ACO3+0.20000*XO2+CO+0.50000*GLY+0.50000*MGLY,MGLY_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R027a,BALD,BEN+CO,BALD1_CALVERT11,CRACMM3,gas,NA,NA,Calvert et al. 2011,https://global.oup.com/academic/product/mechanisms-of-atmospheric-oxidation-of-the-oxygenates-9780199767076,New photolysis product channel added in CRACMM3.
R027b,BALD,BAL1+CO+HO2,BALD2_CALVERT11,CRACMM3,gas,NA,NA,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,Reaction previously existed in CRACMM2. The organic product structure was updated consistent with MCM. The rate was also updated consistent with Calvert et al. 2011.
R028,OP1,HO+HO2+HCHO,OP1_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R029,OP2,HO+HO2+ALD,OP1_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
TRP03,OPB,HO+HO2+ALD,OP1_RACM2,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R029a,VOP3,HO+HO2+ALD,OP1_RACM2,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3 update: OP3 species name updated to VOP3 in CRACMM3.
R030,PAA,HO+MO2,PAA_RACM2,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R031,ONIT,HO2+NO2+0.20000*ALD+0.80000*KET,ONIT_CALVERT08,CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,Calvert et al. 2008,https://global.oup.com/academic/product/mechanisms-of-atmospheric_oxidation-of-the-alkanes-9780195365818, Rate updated in CRACMM3 using cross-section data from Calvert et al. 2008 and quantum yeilds from JPL-19.
R032,PAN,ACO3+NO2,PAN1_JPL19,CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,Burkholder et al. 2019,http://jpldataeval.jpl.nasa.gov/,CRACMM3 Update: cross-sections updated to NASA JPL-19 and quantum yields updated to data from Calvert et al. (2008) (see CMAQv6.0 release notes for references).
R033,PAN,MO2+NO3+CO2,PAN2_JPL19,CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,Burkholder et al. 2019,http://jpldataeval.jpl.nasa.gov/,CRACMM3 update: CO2 added as product; cross-sections updated to NASA JPL-19 and quantum yields updated to data from Calvert et al. (2008).
R033a,PPN,RCO3+NO2,PPN1_JPL19,CRACMM3,gas,NA,NA,Burkholder et al. 2019,http://jpldataeval.jpl.nasa.gov/,New CRACMM3 reaction using cross-section from JPL (Burkholder et al. 2019) and quantum yield data from Calvert et al. (2008)
R033b,PPN,HC3P+NO3,PPN2_JPL19,CRACMM3,gas,NA,NA,Burkholder et al. 2019,http://jpldataeval.jpl.nasa.gov/,New CRACMM3 reaction using cross-section from JPL (Burkholder et al. 2019) and quantum yield data from Calvert et al. (2008)
TRP55,VTRPN,NO2+0.67000*KET+0.33000*UALD,TRPN_WANG2023,CRACMM3,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Wang et al. 2023,https://doi.org/10.1021/acs.jpca.2c04307,Photolysis products are NO2 and fragmentation products. CRACMM3 update: TRPN species name updated to VTRPN; rate updated to alpha-pinene nitrate from Wang et al. (2023).
TRP56,VHONIT,HKET+NO2,TRPN_WANG2023,CRACMM3,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Wang et al. 2023,https://doi.org/10.1021/acs.jpca.2c04307,Photolysis products are NO2 and fragmentation products. CRACMM3 update: HONIT species name updated to VHONIT; rate updated to alpha-pinene nitrate from Wang et al. (2023).
R034,O3+HO,HO2,1.7000E-12*exp(-9.4000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R035,O3+HO2,HO,1.0000E-14*exp(-4.9000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R036,O3+NO,NO2,3.0000E-12*exp(-1.5000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R037,O3+NO2,NO3,1.2000E-13*exp(-2.4500E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R038,O3P+O2+M,O3,6.1000E-34*(T/300)^(-2.4000E+00),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R039,O3P+O3,,8.0000E-12*exp(-2.0600E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R040,O1D+O2,O3P,3.3000E-11*exp(5.5000E+01/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R041,O1D+N2,O3P,2.1500E-11*exp(1.1000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R042,O1D+H2O,2.00000*HO,1.6300E-10*exp(6.0000E+01/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R043,HO+H2,HO2,2.8000E-12*exp(-1.8000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R044,HO+HO2,,4.8000E-11*exp(2.5000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R045,HO2+HO2,H2O2,k0=3.0000E-13*exp(4.6000E+02/T);k1=2.1000E-33*exp(9.2000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R046,HO2+HO2+H2O,H2O2,k0=4.2000E-34*exp(2.6600E+03/T);k1=2.9400E-54*exp(3.1200E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R047,H2O2+HO,HO2,1.8000E-12*exp(0.0000E+00/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R048,NO+O3P,NO2,ko=9.1000E-32*exp(0.0000E+00/T)*(T/300)^-1.5000E+00;kinf=3.0000E-11*exp(0.0000E+00/T)*(T/300)^0.0000E+00;n=1.0000E+00;F=6.0000E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R049,NO+HO,HONO,ko=7.1000E-31*exp(0.0000E+00/T)*(T/300)^-2.6000E+00;kinf=3.6000E-11*exp(0.0000E+00/T)*(T/300)^-1.0000E-01;n=1.0000E+00;F=6.0000E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R050,NO+HO2,NO2+HO,3.4400E-12*exp(2.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R051,NO+HO2,HNO3,k0=6.0950E-14*exp(2.7000E+02/T)*(T/300)^-1.0000E+00;k2=6.8570E-34*exp(2.7000E+02/T)*(T/300)^1.0000E+00;k3=-5.9680E-14*exp(2.7000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R052,NO+NO+O2,2.00000*NO2,4.2500E-39*exp(6.6350E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R053,HONO+HO,NO2,3.0000E-12*exp(2.5000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R054,NO2+O3P,NO,5.3000E-12*exp(2.0000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R055,NO2+O3P,NO3,ko=3.4000E-31*exp(0.0000E+00/T)*(T/300)^-1.6000E+00;kinf=2.3000E-11*exp(0.0000E+00/T)*(T/300)^-2.0000E-01;n=1.0000E+00;F=6.0000E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R056,NO2+HO,HNO3,ko=1.8000E-30*exp(0.0000E+00/T)*(T/300)^-3.0000E+00;kinf=2.8000E-11*exp(0.0000E+00/T)*(T/300)^0.0000E+00;n=1.0000E+00;F=6.0000E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R057,HNO3+HO,NO3,k0=2.4000E-14*exp(4.6000E+02/T);k1=2.7000E-17*exp(2.1990E+03/T);k3=6.5000E-34*exp(1.3350E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R058,NO3+HO,HO2+NO2,2.0000E-11,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R059,NO3+HO2,0.70000*HO+0.70000*NO2+0.30000*HNO3,3.5000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R060,NO3+NO,2.00000*NO2,1.7000E-11*exp(1.2500E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R061,NO3+NO2,NO+NO2,4.3500E-14*exp(-1.3350E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R062,NO3+NO3,2.00000*NO2,8.5000E-13*exp(-2.4500E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R063,NO3+NO2,N2O5,ko=2.4000E-30*exp(0.0000E+00/T)*(T/300)^-3.0000E+00;kinf=1.6000E-12*exp(0.0000E+00/T)*(T/300)^1.0000E-01;n=1.0000E+00;F=6.0000E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R064,N2O5,NO2+NO3,1.7241E+26*exp(-1.0840E+04/T)\*R063,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R065,N2O5+H2O,2.00000*HNO3,1.0000E-22,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R066,NO2+HO2,HNO4,ko=1.9000E-31*exp(0.0000E+00/T)*(T/300)^-3.4000E+00;kinf=4.0000E-12*exp(0.0000E+00/T)*(T/300)^-3.0000E-01;n=1.0000E+00;F=6.0000E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R067,HNO4,HO2+NO2,4.7619E+26*exp(-1.0900E+04/T)\*R066,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R068,HNO4+HO,NO2,4.5000E-13*exp(6.1000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R069,SO2+HO,HO2+SULF+SULRXN,ko=2.9000E-31*exp(0.0000E+00/T)*(T/300)^-4.1000E+00;kinf=1.7000E-12*exp(0.0000E+00/T)*(T/300)^2.0000E-01;n=1.0000E+00;F=6.0000E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R070,CO+HO,HO2+CO2,k0=1.4400E-13*exp(0.0000E+00/T);k1=2.7400E-33*exp(0.0000E+00/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3 update: CO2 added as product.
R071,HO+CH4,MO2,2.4500E-12*exp(-1.7750E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R072,ETH+HO,ETHP,7.6600E-12*exp(-1.0200E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R073,HC3+HO,HC3P+0.00003*ASOATJ,7.6800E-12*exp(-3.7000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R074,HC5+HO,HC5P+0.00134*ASOATJ,1.0100E-11*exp(-2.4500E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R076,ETE+HO,ETEP,ko=1.0000E-28*exp(0.0000E+00/T)*(T/300)^-4.5000E+00;kinf=8.8000E-12*exp(0.0000E+00/T)*(T/300)^-8.5000E-01;n=1.0000E+00;F=6.0000E-01,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R077,OLT+HO,OLTP,5.7200E-12*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R078,OLI+HO,OLIP,1.3300E-11*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R080,ACE+HO,0.65000*HO+0.35000*HO2+0.35000*CO+0.65000*GLY+0.35000*ORA1,ko=5.5000E-30*exp(0.0000E+00/T)*(T/300)^0.0000E+00;kinf=8.3000E-13*exp(0.0000E+00/T)*(T/300)^2.0000E+00;n=1.0000E+00;F=6.0000E-01,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
ROCARO31,BEN+HO,0.47000*BENP+0.53000*PHEN+0.53000*HO2,2.3300E-12*exp(-1.9300E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO41,TOL+HO,0.82000*TOLP+0.18000*CSL+0.18000*HO2,1.8100E-12*exp(3.5400E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO51,XYL+HO,0.83000*XYLP+0.17000*CSL+0.17000*HO2,2.3300E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO61,EBZ+HO,0.82000*EBZP+0.18000*CSL+0.18000*HO2,7.0000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO61a,EBZ+NO3,EBZP+HNO3,5.7000E-16,CRACMM3,gas,Pye et al. 2025,https://doi.org/10.26434/chemrxiv-2025-fx8f1,Atkinson 1991,https://doi.org/10.1063/1.555887,Added ethylbenzene loss via nitrate radical reaction to improve consistency with HAP versions of CMAQ where it is included. Rate is from Atkinson (1991).
RAM01,ISO+O3,0.25000*HO+0.25000*HO2+0.40000*MO2+0.01800*ACO3+0.10000*MACP+0.09000*H2O2+0.22000*CO+HCHO+0.30000*MACR+0.14000*MVK+0.28000*ORA1+0.15300*OLT,1.5800E-14*exp(-2.0000E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Wiser et al. 2023,https://doi.org/10.5194/gmd-16-1801-2023,"From AMOREv1.2 isoprene condensation of a detailed isoprene mechanism by Wennberg et al. (2018). For more details on the initial development of the AMORE technique and condensed isoprene mechanism (i.e., AMOREv1.0), see Wiser et al. (2023). For more details specific to AMOREv1.2, see Skipper et al. (2024)."
RAM02,ISO+NO3,0.40000*NO2+0.04500*ISON+0.35000*HCHO+0.55500*ISONP+0.26000*MVK+0.02800*MACR,2.9500E-12*exp(-4.5000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Wiser et al. 2023,https://doi.org/10.5194/gmd-16-1801-2023,"From AMOREv1.2 isoprene condensation of a detailed isoprene mechanism by Wennberg et al. (2018). For more details on the initial development of the AMORE technique and condensed isoprene mechanism (i.e., AMOREv1.0), see Wiser et al. (2023). For more details specific to AMOREv1.2, see Skipper et al. (2024). CRACMM3 update: INO2 species name in CRACMM2 updated to ISONP."
RAM03,ISO+HO,ISOP+0.25000*HCHO+0.03000*MACR+0.05000*MGLY,2.6900E-11*exp(3.9000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Wiser et al. 2023,https://doi.org/10.5194/gmd-16-1801-2023,"From AMOREv1.2 isoprene condensation of a detailed isoprene mechanism by Wennberg et al. (2018). For more details on the initial development of the AMORE technique and condensed isoprene mechanism (i.e., AMOREv1.0), see Wiser et al. (2023). For more details specific to AMOREv1.2, see Skipper et al. (2024)."
RAM04,ISOP+HO2,ISHP+0.07000*HO2+0.50000*HO,4.5000E-13*exp(1.3000E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Wiser et al. 2023,https://doi.org/10.5194/gmd-16-1801-2023,"From AMOREv1.2 isoprene condensation of a detailed isoprene mechanism by Wennberg et al. (2018). For more details on the initial development of the AMORE technique and condensed isoprene mechanism (i.e., AMOREv1.0), see Wiser et al. (2023). For more details specific to AMOREv1.2, see Skipper et al. (2024)."
RAM05,ISOP+NO,0.13000*ISON+0.40000*HCHO+0.88000*HO2+0.87000*NO2+0.18000*MACR+0.51000*MVK,6.0000E-12*exp(3.5000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Wiser et al. 2023,https://doi.org/10.5194/gmd-16-1801-2023,"From AMOREv1.2 isoprene condensation of a detailed isoprene mechanism by Wennberg et al. (2018). For more details on the initial development of the AMORE technique and condensed isoprene mechanism (i.e., AMOREv1.0), see Wiser et al. (2023). For more details specific to AMOREv1.2, see Skipper et al. (2024)."
RAM06,ISHP+HO,ISOP,4.6000E-12*exp(2.0000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Wiser et al. 2023,https://doi.org/10.5194/gmd-16-1801-2023,"From AMOREv1.2 isoprene condensation of a detailed isoprene mechanism by Wennberg et al. (2018). For more details on the initial development of the AMORE technique and condensed isoprene mechanism (i.e., AMOREv1.0), see Wiser et al. (2023). For more details specific to AMOREv1.2, see Skipper et al. (2024)."
RAM07,ISHP+HO,0.04000*MGLY+0.02000*GLY+0.13000*MVK+0.44000*IEPOX+0.11000*ACO3+0.03000*MACR+2.00000*HO+0.34000*HO2+0.14000*IPX+CO,2.9700E-11*exp(3.9000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Wiser et al. 2023,https://doi.org/10.5194/gmd-16-1801-2023,"From AMOREv1.2 isoprene condensation of a detailed isoprene mechanism by Wennberg et al. (2018). For more details on the initial development of the AMORE technique and condensed isoprene mechanism (i.e., AMOREv1.0), see Wiser et al. (2023). For more details specific to AMOREv1.2, see Skipper et al. (2024)."
RAM08,ISONP+HO2,0.45000*HO+0.95000*INALD+0.02000*IPX,3.1400E-11*exp(5.8000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Wiser et al. 2023,https://doi.org/10.5194/gmd-16-1801-2023,"From AMOREv1.2 isoprene condensation of a detailed isoprene mechanism by Wennberg et al. (2018). For more details on the initial development of the AMORE technique and condensed isoprene mechanism (i.e., AMOREv1.0), see Wiser et al. (2023). For more details specific to AMOREv1.2, see Skipper et al. (2024). CRACMM3 update: INO2 species name in CRACMM2 updated to ISONP."
RAM09,ISONP+NO,0.15000*MVK+0.65000*INALD+0.05000*ISON+0.20000*HCHO+1.30000*NO2,9.4200E-12*exp(5.8000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Wiser et al. 2023,https://doi.org/10.5194/gmd-16-1801-2023,"From AMOREv1.2 isoprene condensation of a detailed isoprene mechanism by Wennberg et al. (2018). For more details on the initial development of the AMORE technique and condensed isoprene mechanism (i.e., AMOREv1.0), see Wiser et al. (2023). For more details specific to AMOREv1.2, see Skipper et al. (2024). CRACMM3 update: INO2 species name in CRACMM2 updated to ISONP."
RAM10,ISON+HO,HO+0.35000*INALD+0.17000*IEPOX+0.65000*NO2,2.4000E-11*exp(3.9000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Wiser et al. 2023,https://doi.org/10.5194/gmd-16-1801-2023,"From AMOREv1.2 isoprene condensation of a detailed isoprene mechanism by Wennberg et al. (2018). For more details on the initial development of the AMORE technique and condensed isoprene mechanism (i.e., AMOREv1.0), see Wiser et al. (2023). For more details specific to AMOREv1.2, see Skipper et al. (2024)."
